25.40,1016.96,-30.10
25.40,1016.86,-31.01
25.40,1016.90,-30.84
25.40,1016.95,-30.51
25.40,1017.15,-32.09
25.30,1017.11,-32.42
0.00,0.00,0.00
109.60,0.00,0.00
109.60,4740.30,0.00
109.60,4740.30,12031.16
109.60,4740.30,12031.16
109.60,4740.30,12031.16
109.60,4740.30,12031.16
0.00,0.00
109.52,0.00
109.52,4739.81
109.52,4739.81
109.52,4739.81
0.00,0.00
109.51,0.00
109.51,4739.53
109.51,4739.53
109.51,4739.53
109.51,4739.53
109.51,4739.53
109.51,4739.53
109.51,4739.53
109.52,4739.53
109.52,6145.55
109.52,6145.55
109.52,6145.55
109.52,6145.55
109.52,6145.55
109.52,6145.55
109.52,6145.55
109.50,6145.55
109.50,25890.23
109.50,25890.23
109.50,25890.23
109.50,25890.23
109.50,25890.23
109.50,25890.23
109.50,25890.23
48797.49,25890.23
48797.49,5528.22
48797.49,5528.22
48797.49,5528.22
48797.49,5528.22
48797.49,5528.22
48797.49,5528.22
48797.49,5528.22
109.51,5528.22
109.51,5324.04
109.51,5324.04
109.51,5324.04
109.51,5324.04
109.51,5324.04
109.51,5324.04
109.51,5324.04
50231.18,5324.04
50231.18,5338.02
50231.18,5338.02
50231.18,5338.02
50231.18,5338.02
50231.18,5338.02
0.00,0.00
109.43,0.00
109.43,4555.03
109.43,4555.03
109.43,4555.03
109.43,4555.03
109.43,4555.03
109.43,4555.03
109.43,4555.03
109.45,4555.03
109.45,5292.14
109.45,5292.14
109.45,5292.14
109.45,5292.14
109.45,5292.14
109.45,5292.14
109.45,5292.14
50231.18,5292.14
50231.18,5376.84
50231.18,5376.84
50231.18,5376.84
50231.18,5376.84
50231.18,5376.84
50231.18,5376.84
50231.18,5376.84
50231.18,5376.84
50231.18,25649.50
50231.18,25649.50
50231.18,25649.50
50231.18,25649.50
50231.18,25649.50
50231.18,25649.50
50231.18,25649.50
50231.18,25649.50
50231.18,4575.66
50231.18,4575.66
50231.18,4575.66
50231.18,4575.66
50231.18,4575.66
50231.18,4575.66
50231.18,4575.66
109.51,4575.66
109.51,5640.61
109.51,5640.61
109.51,5640.61
109.51,5640.61
109.51,5640.61
109.51,5640.61
109.51,5640.61
30973.75,5640.61
30973.75,7013.34
30973.75,7013.34
0.00,0.00
3098.20,0.00
3098.20,456.87
3098.20,456.87
3098.20,456.87
3098.20,456.87
3098.20,456.87
3098.20,456.87
3098.20,456.87
10.96,456.87
10.96,2678.05
10.96,2678.05
10.96,2678.05
10.96,2678.05
10.96,2678.05
10.96,2678.05
10.96,2678.05
10.96,2678.05
10.96,3336.82
10.96,3336.82
10.96,3336.82
10.96,3336.82
10.96,3336.82
10.96,3336.82
10.96,3336.82
10.96,3336.82
10.96,460.79
10.96,460.79
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
0.00,0.00,0.00
28.90,1023.17,-83.01
28.90,1023.23,-82.84
28.90,1023.32,-83.09
29.00,1023.23,-83.01
29.00,1023.22,-82.43
29.00,1023.25,-82.18
29.00,1023.19,-82.92
28.90,1023.16,-82.92
28.90,1023.32,-83.50
28.90,1023.30,-83.01
28.90,1023.21,-83.25
28.90,1023.32,-83.34
28.90,1023.24,-83.34
28.90,1023.23,-82.10
28.90,1023.27,-83.01
28.90,1023.20,-83.25
28.90,1023.24,-83.01
28.90,1023.29,-83.17
28.90,1023.23,-82.51
